id,title,original_title,original_language,language_name,release_date,release_year,release_month,decade,genres,primary_genre,num_genres,popularity,vote_average,vote_count,rating_tier,popularity_tier,budget,revenue,has_budget_data,has_revenue_data,profit,roi,runtime,primary_country,production_countries,num_spoken_languages,production_companies,overview_length,gdp_per_capita_usd,population,popularity_norm,vote_average_norm,vote_count_norm,budget_norm,revenue_norm,runtime_norm
634492,Madame Web,Madame Web,en,English,2024-02-14,2024,2,2020,Action|Fantasy,Action,2,11.4383,5.277,2704,Mixed,High,80000000.0,100498764.0,True,True,20498764.0,0.25623455,117.0,US,US,1,Columbia Pictures|di Bonaventura Pictures,28,86169.6641581917,340003797,0.05155693569983761,0.25042553191489364,0.06456635445809512,0.12143278962889842,0.03437375589299972,0.44081632653061226
10764,Quantum of Solace,Quantum of Solace,en,English,2008-10-29,2008,10,2000,Adventure|Action|Thriller,Adventure,3,11.4364,6.344,8755,Mixed,High,200000000.0,589593688.0,True,True,389593688.0,1.94796844,106.0,GB,GB|US,5,EON Productions|Metro-Goldwyn-Mayer|Columbia Pictures|B22,48,47652.4030691881,61806995,0.05152987094384776,0.4774468085106383,0.21177472326967522,0.3035821767134392,0.20165970079360432,0.39591836734693875
4824,The Jackal,The Jackal,en,English,1997-11-14,1997,11,1990,Action|Crime|Thriller,Action,3,11.4252,6.408,2208,Mixed,High,60000000.0,159300000.0,True,True,99300000.0,1.655,124.0,US,US,2,Universal Pictures|Mutual Film Company|Alphaville Films,59,31459.1299691554,272657000,0.051370331329591755,0.49106382978723406,0.052499695900742,0.09107455844814162,0.0544856397889435,0.46938775510204084
359940,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",en,English,2017-12-01,2017,12,2010,Crime|Drama,Crime,2,11.4245,8.052,11175,Excellent,High,15000000.0,162729321.0,True,True,147729321.0,9.8486214,115.0,GB,GB|US,1,Blueprint Pictures|Fox Searchlight Pictures|Film4 Productions|TSG Entertainment,68,40918.0520870944,65964000,0.05136036010370075,0.840851063829787,0.27064833961805135,0.02276853829143884,0.055658576116232976,0.4326530612244898
61930,Bagnomaria,Bagnomaria,it,Italian,1999-02-12,1999,2,1990,Comedy,Comedy,1,11.4154,5.868,117,Mixed,High,,,False,False,,,86.0,IT,IT,1,Cecchi Gori Group Fin.Ma.Vi,37,22049.9990620261,56916317,0.05123073416711774,0.3761702127659575,0.0016299720228682643,,,0.3142857142857143
414,Batman Forever,Batman Forever,en,English,1995-06-16,1995,6,1990,Action|Crime|Fantasy,Action,3,11.4103,5.462,5737,Mixed,High,100000000.0,336529144.0,True,True,236529144.0,2.36529144,121.0,US,US|GB,1,Warner Bros. Pictures|Tim Burton Productions|Polygram Pictures,62,28690.8757013347,266278000,0.05115808666419759,0.28978723404255313,0.13835299841868387,0.1517910208096552,0.11510361671557649,0.45714285714285713
882598,Smile,Smile,en,English,2022-09-23,2022,9,2020,Horror|Mystery,Horror,2,11.4096,6.7,4245,Good,High,17000000.0,217408513.0,True,True,200408513.0,11.78873605882353,115.0,US,US,1,Paramount Players|Paramount Pictures|Temple Hill Entertainment,20,78008.6895811877,333996304,0.051148115438306586,0.5531914893617021,0.1020557109840652,0.02580436140951452,0.0743605904927338,0.4326530612244898
36586,Blade II,Blade II,en,English,2002-03-22,2002,3,2000,Fantasy|Horror|Action|Thriller,Fantasy,4,11.4064,6.573,5397,Good,High,54000000.0,155010032.0,True,True,101010032.0,1.870556148148148,117.0,US,US,3,New Line Cinema|Amen Ra Films|Imaginary Forces,20,37997.7424300242,287625193,0.05110253269137631,0.5261702127659574,0.1300814986011434,0.08196708909391459,0.05301833494634947,0.44081632653061226
1895,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,en,English,2005-05-17,2005,5,2000,Adventure|Action|Science Fiction,Adventure,3,11.3995,7.474,15294,Good,High,113000000.0,850000000.0,True,True,737000000.0,6.522123893805309,140.0,US,US,1,Lucasfilm Ltd.,32,44123.3996470026,295516599,0.051004244893307876,0.7178723404255318,0.37085512711348984,0.17152387107714712,0.2907269019101746,0.5346938775510204
499701,Dora and the Lost City of Gold,Dora and the Lost City of Gold,en,English,2019-08-08,2019,8,2010,Family|Comedy|Adventure,Family,3,11.3984,6.618,1866,Good,High,49000000.0,120600000.0,True,True,71600000.0,1.4612244897959183,102.0,US,US,2,Nickelodeon Movies|Paramount Players|Walden Media|Paramount Pictures|MRC,65,65227.9565911038,330226227,0.0509885758240506,0.5357446808510639,0.044179540201921906,0.07437753129872539,0.0412490148517904,0.3795918367346939
